epoch,lr,train_loss,val_loss,pseudo_dice
192,0.00647,0.7239,0.7355,0.7714
193,0.00645,0.7121,0.8153,0.7675
194,0.00643,0.7507,0.6792,0.8189
195,0.00641,0.7903,0.7721,0.7607
196,0.00639,0.7319,0.6616,0.7997
197,0.00637,0.8189,0.773,0.757
198,0.00635,0.8201,0.8099,0.7558
199,0.00633,0.7925,0.8219,0.7658
200,0.00631,0.7824,0.7042,0.7862
201,0.0063,0.7125,0.7436,0.7883
202,0.00628,0.747,0.7706,0.7605
203,0.00626,0.7544,0.8868,0.7505
204,0.00624,0.751,0.8483,0.7795
205,0.00622,0.6744,0.6403,0.7914
206,0.0062,0.7526,0.7741,0.808
207,0.00618,0.7281,0.7226,0.7739
208,0.00616,0.7253,0.8453,0.7146
209,0.00614,0.7391,0.675,0.7912
210,0.00612,0.7437,0.7949,0.7357
211,0.00611,0.6685,0.8445,0.726
212,0.00609,0.7161,0.7633,0.7857
213,0.00607,0.6718,0.8693,0.7694
214,0.00605,0.6839,0.6566,0.7912
215,0.00603,0.7325,0.6548,0.8278
216,0.00601,0.7096,0.6612,0.8044
217,0.00599,0.7345,0.8216,0.7661
218,0.00597,0.6625,0.7921,0.7519
219,0.00595,0.7207,0.758,0.7573
220,0.00593,0.7098,0.7188,0.8043
221,0.00592,0.6928,0.7728,0.7418
222,0.0059,0.7501,0.8774,0.7468
223,0.00588,0.6683,0.6284,0.8012
224,0.00586,0.7193,0.7794,0.7476
225,0.00584,0.7145,0.7367,0.7747
226,0.00582,0.75,0.6629,0.7984
227,0.0058,0.7522,0.8346,0.7582
228,0.00578,0.7278,0.6333,0.7863
229,0.00576,0.7394,0.7548,0.7898
230,0.00574,0.6896,0.7663,0.7957
231,0.00572,0.6762,0.7243,0.7738
232,0.0057,0.6669,0.6527,0.7958
233,0.00569,0.6795,0.7967,0.7347
234,0.00567,0.7246,0.6876,0.771
235,0.00565,0.6919,0.6504,0.7802
236,0.00563,0.7237,0.7004,0.7712
237,0.00561,0.7169,0.6141,0.8086
238,0.00559,0.7237,0.7274,0.7597
239,0.00557,0.6868,0.7386,0.7952
240,0.00555,0.6912,0.7694,0.751
241,0.00553,0.6777,0.6446,0.8064
242,0.00551,0.6735,0.8032,0.7414
243,0.00549,0.7015,0.6658,0.8063
244,0.00547,0.7233,0.7482,0.8009
245,0.00546,0.7632,0.7492,0.7829
246,0.00544,0.6951,0.7682,0.7543
247,0.00542,0.7219,0.7753,0.7442
248,0.0054,0.7313,0.7282,0.7716
249,0.00538,0.7271,0.5883,0.8116
250,0.00536,0.726,0.6587,0.7948
251,0.00534,0.67,0.6844,0.7917
252,0.00532,0.6935,0.7182,0.771
253,0.0053,0.7241,0.6426,0.8083
254,0.00528,0.6659,0.6842,0.8077
255,0.00526,0.6785,0.8066,0.7286
256,0.00524,0.6523,0.6327,0.7961
257,0.00522,0.6539,0.759,0.7543
258,0.0052,0.6636,0.7579,0.7609
259,0.00518,0.6949,0.6464,0.8082
260,0.00517,0.7472,0.6857,0.8178
261,0.00515,0.6745,0.6792,0.793
262,0.00513,0.6728,0.7266,0.8094
263,0.00511,0.6773,0.6672,0.7883
264,0.00509,0.649,0.6532,0.8031
265,0.00507,0.6479,0.7218,0.8045
266,0.00505,0.6732,0.6685,0.7778
267,0.00503,0.7129,0.7108,0.8042
268,0.00501,0.6475,0.6712,0.7995
269,0.00499,0.6378,0.7395,0.7798
270,0.00497,0.6314,0.6676,0.8159
271,0.00495,0.7125,0.6875,0.7876
272,0.00493,0.6788,0.7374,0.7649
273,0.00491,0.6828,0.8372,0.7637
274,0.00489,0.669,0.6433,0.7998
275,0.00487,0.6535,0.703,0.7758
276,0.00485,0.6532,0.7167,0.8196
277,0.00484,0.6771,0.6454,0.8246
278,0.00482,0.6402,0.8328,0.7578
279,0.0048,0.7159,0.6101,0.8171
280,0.00478,0.7013,0.6897,0.7774
281,0.00476,0.69,0.7938,0.7946
282,0.00474,0.6442,0.7563,0.7812
283,0.00472,0.6682,0.8073,0.7795
284,0.0047,0.6369,0.831,0.7768
285,0.00468,0.684,0.6606,0.8279
286,0.00466,0.6548,0.7133,0.7821
287,0.00464,0.677,0.6952,0.7678
288,0.00462,0.7127,0.6732,0.8237
