epoch,lr,train_loss,val_loss,pseudo_dice
134,0.00755,-0.4866,-0.506,0.7465
135,0.00753,-0.4998,-0.5357,0.7436
136,0.00751,-0.4928,-0.5149,0.7155
137,0.0075,-0.4781,-0.501,0.7582
138,0.00748,-0.4659,-0.5028,0.7079
139,0.00746,-0.4825,-0.5461,0.7799
140,0.00744,-0.4919,-0.5376,0.7734
141,0.00742,-0.4828,-0.5371,0.7862
142,0.0074,-0.4866,-0.5089,0.7177
143,0.00738,-0.4908,-0.5317,0.775
144,0.00737,-0.5012,-0.4548,0.7303
145,0.00735,-0.4929,-0.4951,0.745
146,0.00733,-0.4596,-0.538,0.7853
147,0.00731,-0.4947,-0.5077,0.747
148,0.00729,-0.4637,-0.5394,0.7717
149,0.00727,-0.4782,-0.5142,0.7852
150,0.00725,-0.4414,-0.5227,0.7613
151,0.00724,-0.4874,-0.5048,0.7421
152,0.00722,-0.4756,-0.4894,0.746
153,0.0072,-0.438,-0.4638,0.677
154,0.00718,-0.4364,-0.5081,0.7268
155,0.00716,-0.4752,-0.5149,0.7753
156,0.00714,-0.445,-0.5532,0.7435
157,0.00712,-0.4777,-0.5041,0.728
158,0.0071,-0.4707,-0.5216,0.7588
159,0.00709,-0.4774,-0.4972,0.7499
160,0.00707,-0.4571,-0.458,0.7197
161,0.00705,-0.4627,-0.4728,0.7392
162,0.00703,-0.4851,-0.4865,0.7078
163,0.00701,-0.4805,-0.5258,0.7607
164,0.00699,-0.4963,-0.5567,0.7755
165,0.00697,-0.488,-0.5207,0.7833
166,0.00696,-0.4848,-0.5056,0.7023
167,0.00694,-0.4979,-0.5423,0.7749
168,0.00692,-0.4918,-0.5413,0.7557
169,0.0069,-0.5207,-0.5442,0.7646
170,0.00688,-0.4724,-0.5206,0.7428
171,0.00686,-0.5123,-0.5632,0.7633
172,0.00684,-0.4869,-0.4788,0.7323
173,0.00682,-0.5018,-0.5528,0.8024
174,0.0068,-0.5002,-0.5288,0.7371
175,0.00679,-0.4776,-0.5016,0.7992
176,0.00677,-0.4976,-0.5353,0.7664
177,0.00675,-0.4783,-0.5148,0.7255
178,0.00673,-0.468,-0.4499,0.7221
179,0.00671,-0.4831,-0.5609,0.7783
180,0.00669,-0.5087,-0.4979,0.7401
181,0.00667,-0.5009,-0.5211,0.7624
182,0.00665,-0.5096,-0.5124,0.7336
183,0.00664,-0.4954,-0.5007,0.7645
184,0.00662,-0.4956,-0.4866,0.7116
185,0.0066,-0.486,-0.5607,0.7826
186,0.00658,-0.4812,-0.4927,0.7595
187,0.00656,-0.4685,-0.5605,0.7695
188,0.00654,-0.5163,-0.5407,0.7785
189,0.00652,-0.4553,-0.5116,0.7335
190,0.0065,-0.4861,-0.5217,0.7386
191,0.00648,-0.4665,-0.4309,0.6829
192,0.00647,-0.4696,-0.5229,0.7721
193,0.00645,-0.5042,-0.4968,0.7551
194,0.00643,-0.5034,-0.551,0.7657
195,0.00641,-0.5165,-0.4769,0.6866
196,0.00639,-0.5089,-0.5653,0.7888
197,0.00637,-0.4875,-0.5537,0.7537
198,0.00635,-0.4856,-0.5155,0.7664
199,0.00633,-0.4746,-0.5078,0.7711
200,0.00631,-0.4919,-0.4779,0.7345
201,0.0063,-0.5073,-0.4848,0.77
202,0.00628,-0.5072,-0.5444,0.7671
203,0.00626,-0.4966,-0.5249,0.7604
204,0.00624,-0.5023,-0.3845,0.683
205,0.00622,-0.4779,-0.4401,0.7312
206,0.0062,-0.4924,-0.5221,0.7833
207,0.00618,-0.4964,-0.4632,0.7415
208,0.00616,-0.4929,-0.4896,0.7153
209,0.00614,-0.4891,-0.5357,0.7666
210,0.00612,-0.5014,-0.5448,0.7454
211,0.00611,-0.4864,-0.5218,0.7568
212,0.00609,-0.4864,-0.58,0.814
213,0.00607,-0.5041,-0.4738,0.674
214,0.00605,-0.4788,-0.4471,0.7422
215,0.00603,-0.5169,-0.4696,0.7274
216,0.00601,-0.4979,-0.5824,0.7993
217,0.00599,-0.515,-0.5074,0.7337
218,0.00597,-0.4865,-0.5189,0.7202
219,0.00595,-0.4947,-0.5305,0.7662
220,0.00593,-0.5054,-0.5459,0.7704
221,0.00592,-0.5028,-0.5651,0.8006
222,0.0059,-0.501,-0.5931,0.8026
223,0.00588,-0.4964,-0.5354,0.7479
224,0.00586,-0.5021,-0.5563,0.7781
225,0.00584,-0.497,-0.5644,0.7388
226,0.00582,-0.488,-0.4672,0.6809
227,0.0058,-0.4888,-0.5905,0.7846
228,0.00578,-0.5011,-0.5968,0.7853
229,0.00576,-0.5049,-0.5276,0.7771
230,0.00574,-0.4702,-0.4702,0.7039
231,0.00572,-0.485,-0.5454,0.7731
232,0.0057,-0.508,-0.4993,0.7579
233,0.00569,-0.489,-0.387,0.5825
234,0.00567,-0.5357,-0.4814,0.733
235,0.00565,-0.4996,-0.4607,0.7329
236,0.00563,-0.4759,-0.4684,0.7135
237,0.00561,-0.5139,-0.4173,0.7313
238,0.00559,-0.4957,-0.521,0.7561
239,0.00557,-0.5101,-0.5257,0.7616
240,0.00555,-0.5101,-0.5571,0.7647
241,0.00553,-0.5194,-0.5753,0.8008
242,0.00551,-0.5165,-0.5161,0.7324
243,0.00549,-0.52,-0.5557,0.7709
244,0.00547,-0.5386,-0.5687,0.793
245,0.00546,-0.5174,-0.5185,0.7653
246,0.00544,-0.4947,-0.5042,0.7492
247,0.00542,-0.5179,-0.446,0.6769
248,0.0054,-0.5085,-0.5121,0.7727
249,0.00538,-0.4787,-0.559,0.792
250,0.00536,-0.4988,-0.5259,0.7663
251,0.00534,-0.511,-0.4725,0.7273
252,0.00532,-0.4926,-0.5323,0.6899
253,0.0053,-0.5155,-0.5235,0.7825
254,0.00528,-0.5229,-0.5179,0.7773
255,0.00526,-0.4856,-0.5439,0.7971
256,0.00524,-0.5005,-0.4882,0.7252
257,0.00522,-0.4709,-0.5204,0.755
258,0.0052,-0.5032,-0.4846,0.7447
259,0.00518,-0.5203,-0.5336,0.7337
260,0.00517,-0.4933,-0.4571,0.7005
261,0.00515,-0.4983,-0.5112,0.7723
262,0.00513,-0.4849,-0.459,0.7639
263,0.00511,-0.5091,-0.5208,0.7222
264,0.00509,-0.518,-0.4951,0.7452
265,0.00507,-0.5066,-0.4986,0.7112
266,0.00505,-0.4854,-0.5245,0.7547
267,0.00503,-0.497,-0.5096,0.7775
268,0.00501,-0.5282,-0.4989,0.6795
269,0.00499,-0.519,-0.5249,0.7657
270,0.00497,-0.5002,-0.54,0.784
271,0.00495,-0.5239,-0.5213,0.7395
272,0.00493,-0.5101,-0.5274,0.7475
273,0.00491,-0.515,-0.5292,0.7895
274,0.00489,-0.5169,-0.5715,0.7943
275,0.00487,-0.5019,-0.4987,0.7748
276,0.00485,-0.5017,-0.5601,0.7208
277,0.00484,-0.5067,-0.5425,0.7586
278,0.00482,-0.523,-0.5308,0.728
279,0.0048,-0.5256,-0.5206,0.7701
280,0.00478,-0.5329,-0.433,0.6786
281,0.00476,-0.5166,-0.5153,0.6558
282,0.00474,-0.5353,-0.4809,0.7044
283,0.00472,-0.5048,-0.5272,0.6998
284,0.0047,-0.5184,-0.569,0.7783
285,0.00468,-0.5319,-0.5342,0.7595
286,0.00466,-0.5076,-0.5339,0.7725
287,0.00464,-0.5123,-0.5124,0.7578
288,0.00462,-0.5093,-0.5241,0.7698
289,0.0046,-0.5081,-0.5298,0.7379
290,0.00458,-0.5337,-0.4521,0.7397
291,0.00456,-0.5171,-0.5057,0.7571
292,0.00454,-0.5011,-0.5513,0.7919
293,0.00452,-0.5571,-0.494,0.707
294,0.0045,-0.4907,-0.5751,0.7645
295,0.00448,-0.5272,-0.5591,0.7431
296,0.00446,-0.5126,-0.5457,0.7032
297,0.00444,-0.5222,-0.5175,0.7433
298,0.00442,-0.5208,-0.5699,0.7804
299,0.0044,-0.5254,-0.5414,0.7252
300,0.00438,-0.5212,-0.3854,0.61
301,0.00436,-0.511,-0.5242,0.7658
302,0.00434,-0.5195,-0.51,0.7122
303,0.00432,-0.5303,-0.5525,0.7545
304,0.0043,-0.51,-0.4374,0.6441
305,0.00429,-0.5099,-0.5178,0.7212
306,0.00427,-0.4869,-0.4114,0.6144
307,0.00425,-0.535,-0.5049,0.7659
308,0.00423,-0.5386,-0.5212,0.7776
309,0.00421,-0.5175,-0.5384,0.7465
310,0.00419,-0.4977,-0.5348,0.766
311,0.00417,-0.5199,-0.4904,0.7379
312,0.00415,-0.495,-0.5348,0.7676
313,0.00413,-0.5212,-0.536,0.7635
314,0.00411,-0.5597,-0.543,0.7463
315,0.00409,-0.5414,-0.5352,0.7348
316,0.00407,-0.5352,-0.529,0.7511
317,0.00405,-0.5371,-0.5818,0.798
318,0.00403,-0.5207,-0.5612,0.7375
319,0.00401,-0.5431,-0.5899,0.791
320,0.00399,-0.5169,-0.5125,0.7288
321,0.00397,-0.5309,-0.5893,0.7789
322,0.00395,-0.5627,-0.5714,0.7873
323,0.00393,-0.5545,-0.5424,0.7821
324,0.00391,-0.5427,-0.5885,0.7439
325,0.00389,-0.5304,-0.521,0.7441
326,0.00387,-0.5205,-0.5423,0.7269
327,0.00385,-0.5194,-0.4561,0.685
328,0.00383,-0.5337,-0.5462,0.718
329,0.00381,-0.5313,-0.5277,0.7578
330,0.00379,-0.5624,-0.5364,0.7614
331,0.00377,-0.5179,-0.4791,0.7078
332,0.00375,-0.5084,-0.5165,0.6995
333,0.00373,-0.5307,-0.5173,0.7461
334,0.00371,-0.5175,-0.5508,0.8082
335,0.00369,-0.547,-0.5238,0.7457
336,0.00367,-0.544,-0.4973,0.7345
337,0.00365,-0.543,-0.5112,0.7257
338,0.00363,-0.5388,-0.5088,0.7514
339,0.00361,-0.5584,-0.5764,0.7775
340,0.00359,-0.5361,-0.5217,0.731
341,0.00357,-0.562,-0.5531,0.7484
342,0.00355,-0.5391,-0.4807,0.6766
343,0.00353,-0.5189,-0.5627,0.7814
344,0.00351,-0.5465,-0.5001,0.7519
345,0.00349,-0.5339,-0.5223,0.7588
