epoch,lr,train_loss,val_loss,pseudo_dice
194,0.0026,-0.5666,-0.5399,0.788
195,0.00256,-0.6075,-0.5872,0.8116
196,0.00252,-0.6074,-0.525,0.7794
197,0.00248,-0.6058,-0.5677,0.8009
198,0.00243,-0.5823,-0.5835,0.8227
199,0.00239,-0.5974,-0.5756,0.8197
200,0.00235,-0.5898,-0.6001,0.823
201,0.00231,-0.573,-0.5984,0.8342
202,0.00226,-0.5881,-0.6027,0.7832
203,0.00222,-0.6165,-0.5337,0.7974
204,0.00218,-0.6024,-0.571,0.8421
205,0.00214,-0.6,-0.5802,0.785
206,0.00209,-0.606,-0.6137,0.8542
207,0.00205,-0.6185,-0.5647,0.8004
208,0.00201,-0.5909,-0.6186,0.8224
209,0.00196,-0.6216,-0.584,0.7985
210,0.00192,-0.6183,-0.5446,0.7956
211,0.00188,-0.5977,-0.5659,0.8138
212,0.00184,-0.5936,-0.5509,0.812
213,0.00179,-0.6054,-0.618,0.811
214,0.00175,-0.5926,-0.6003,0.8245
215,0.0017,-0.6192,-0.5293,0.8081
216,0.00166,-0.6038,-0.5633,0.8015
217,0.00162,-0.6128,-0.5888,0.8026
218,0.00157,-0.6052,-0.6101,0.8405
219,0.00153,-0.6107,-0.5767,0.815
220,0.00148,-0.6091,-0.6066,0.8196
221,0.00144,-0.6257,-0.5889,0.8155
222,0.00139,-0.6031,-0.6301,0.8378
223,0.00135,-0.6174,-0.6025,0.8266
224,0.0013,-0.6124,-0.5867,0.7983
225,0.00126,-0.6105,-0.605,0.8092
226,0.00121,-0.6208,-0.583,0.8065
227,0.00117,-0.6157,-0.6056,0.822
228,0.00112,-0.6163,-0.5903,0.818
229,0.00108,-0.6106,-0.6242,0.8449
230,0.00103,-0.6079,-0.6197,0.833
231,0.00098,-0.624,-0.5693,0.7909
232,0.00094,-0.6285,-0.5896,0.8208
233,0.00089,-0.6197,-0.5954,0.8353
234,0.00084,-0.6395,-0.6061,0.8267
235,0.00079,-0.6094,-0.5646,0.8217
236,0.00075,-0.6188,-0.5639,0.7974
237,0.0007,-0.6065,-0.5761,0.7852
238,0.00065,-0.6138,-0.6072,0.8237
239,0.0006,-0.6138,-0.5898,0.8267
240,0.00055,-0.6329,-0.6525,0.8346
241,0.0005,-0.6165,-0.6421,0.8523
242,0.00045,-0.6623,-0.6048,0.818
243,0.0004,-0.634,-0.6032,0.8305
244,0.00035,-0.6321,-0.5763,0.7986
245,0.0003,-0.6285,-0.6179,0.8294
246,0.00024,-0.6231,-0.622,0.8543
247,0.00019,-0.6387,-0.6332,0.8411
248,0.00013,-0.6336,-0.5997,0.8275
249,7e-05,-0.6371,-0.6399,0.8494
